Difficulty,Question,OptionA,OptionB,OptionC,OptionD,Answer
2,Which city is famous for its blue pottery?,Karachi,Lahore,Multan,Peshawar,C
2,Which province of Pakistan has the highest literacy rate?,Punjab,Sindh,Khyber Pakhtunkhwa,Balochistan,A
2,Which university is located in Islamabad?,Punjab University,Quaid-i-Azam University,University of Sindh,COMSATS Lahore,B
2,Where is the University of Peshawar located?,Quetta,Peshawar,Lahore,Islamabad,B
2,Which Pakistani city is famous for truck art?,Peshawar,Rawalpindi,Lahore,Karachi,D
2,Which is the largest city of Pakistan by population?,Faisalabad,Lahore,Rawalpindi,Karachi,D
2,Which university is located in Islamabad?,COMSATS Lahore,Quaid-i-Azam University,Punjab University,University of Sindh,B
2,Which province of Pakistan has the highest literacy rate?,Sindh,Balochistan,Punjab,Khyber Pakhtunkhwa,C
2,Which dam is the largest in Pakistan?,Hub Dam,Mangla Dam,Warsak Dam,Tarbela Dam,D
2,Which city is known for mango production?,Hyderabad,Lahore,Multan,Sukkur,C
2,What is the capital city of Pakistan?,Rawalpindi,Karachi,Lahore,Islamabad,D
2,What is the name of the desert located in Punjab?,Kharan Desert,Thal Desert,Cholistan Desert,Thar Desert,B
2,Which province of Pakistan has the highest literacy rate?,Punjab,Khyber Pakhtunkhwa,Balochistan,Sindh,A
2,Which mountain is the highest in Pakistan?,Broad Peak,Gasherbrum I,K2,Nanga Parbat,C
2,Where is Quaid-i-Azam University located?,Islamabad,Lahore,Peshawar,Karachi,A
2,Which city is famous for its blue pottery?,Lahore,Multan,Peshawar,Karachi,B
2,Which is the largest city of Pakistan by population?,Lahore,Rawalpindi,Karachi,Faisalabad,C
2,Which city is known as the 'City of Saints'?,Lahore,Islamabad,Multan,Sialkot,C
2,Which university is located in Lahore?,Karachi University,Bahauddin Zakariya University,Quaid-i-Azam University,Punjab University,D
2,Which mountain is the highest in Pakistan?,Gasherbrum I,Nanga Parbat,Broad Peak,K2,D
2,The city of Gwadar is located in which province?,Khyber Pakhtunkhwa,Punjab,Sindh,Balochistan,D
2,Where is the University of Karachi located?,Larkana,Karachi,Sukkur,Hyderabad,B
2,Which river is the longest in Pakistan?,Indus,Jhelum,Ravi,Chenab,A
2,Which dam is the largest in Pakistan?,Tarbela Dam,Warsak Dam,Hub Dam,Mangla Dam,A
2,Which river is the longest in Pakistan?,Jhelum,Indus,Chenab,Ravi,B
2,Which dam is the largest in Pakistan?,Tarbela Dam,Mangla Dam,Warsak Dam,Hub Dam,A
2,Which city is known as the City of Gardens?,Multan,Lahore,Peshawar,Islamabad,B
2,Which city is known as the City of Gardens?,Peshawar,Islamabad,Lahore,Multan,C
2,Which river is the longest in Pakistan?,Ravi,Jhelum,Indus,Chenab,C
2,Which university is located in Islamabad?,University of Sindh,COMSATS Lahore,Punjab University,Quaid-i-Azam University,D
2,Which city is known as the 'City of Saints'?,Multan,Lahore,Sialkot,Islamabad,A
2,Which dam is the largest in Pakistan?,Hub Dam,Warsak Dam,Mangla Dam,Tarbela Dam,D
2,The city of Gwadar is located in which province?,Khyber Pakhtunkhwa,Sindh,Punjab,Balochistan,D
2,Which university is located in Lahore?,Quaid-i-Azam University,Karachi University,Bahauddin Zakariya University,Punjab University,D
2,Which city is famous for its blue pottery?,Karachi,Peshawar,Multan,Lahore,C
2,Which city is known as the 'City of Saints'?,Sialkot,Multan,Lahore,Islamabad,B
2,Which dam is the largest in Pakistan?,Tarbela Dam,Hub Dam,Mangla Dam,Warsak Dam,A
2,Which city is known as the City of Gardens?,Peshawar,Islamabad,Lahore,Multan,C
2,Which city is known as the City of Gardens?,Multan,Islamabad,Peshawar,Lahore,D
2,The city of Gwadar is located in which province?,Punjab,Balochistan,Sindh,Khyber Pakhtunkhwa,B
2,Which city is known as the City of Gardens?,Lahore,Multan,Islamabad,Peshawar,A
2,Which Pakistani city is famous for truck art?,Karachi,Peshawar,Lahore,Rawalpindi,A
2,Which university is located in Lahore?,Punjab University,Quaid-i-Azam University,Karachi University,Bahauddin Zakariya University,A
2,Which Pakistani city is called the Manchester of Pakistan?,Faisalabad,Gujranwala,Sialkot,Lahore,A
2,Which university is located in Lahore?,Punjab University,Quaid-i-Azam University,Bahauddin Zakariya University,Karachi University,A
2,Which city is famous for its blue pottery?,Karachi,Lahore,Peshawar,Multan,D
2,Which river is the longest in Pakistan?,Ravi,Indus,Chenab,Jhelum,B
2,Which city is known for mango production?,Multan,Sukkur,Lahore,Hyderabad,A
2,Where is the University of Karachi located?,Sukkur,Karachi,Larkana,Hyderabad,B
2,Where is the University of Karachi located?,Larkana,Sukkur,Karachi,Hyderabad,C
2,Which city is known as the 'City of Saints'?,Sialkot,Islamabad,Lahore,Multan,D
2,Where is Quaid-i-Azam University located?,Karachi,Lahore,Islamabad,Peshawar,C
2,Which river is the longest in Pakistan?,Chenab,Indus,Ravi,Jhelum,B
2,Which mountain is the highest in Pakistan?,Broad Peak,K2,Nanga Parbat,Gasherbrum I,B
2,Which river is the longest in Pakistan?,Jhelum,Ravi,Indus,Chenab,C
2,What is the name of the desert located in Punjab?,Kharan Desert,Cholistan Desert,Thar Desert,Thal Desert,D
2,Which city is known for producing surgical instruments?,Gujrat,Rawalpindi,Sialkot,Multan,C
2,Where is the University of Karachi located?,Hyderabad,Karachi,Larkana,Sukkur,B
2,Which city is known for mango production?,Lahore,Hyderabad,Multan,Sukkur,C
2,Which university is located in Islamabad?,Punjab University,Quaid-i-Azam University,University of Sindh,COMSATS Lahore,B
2,Which dam is the largest in Pakistan?,Mangla Dam,Warsak Dam,Hub Dam,Tarbela Dam,D
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Multan,Gujrat,A
2,What is the name of the desert located in Punjab?,Thal Desert,Thar Desert,Kharan Desert,Cholistan Desert,A
2,Which dam is the largest in Pakistan?,Warsak Dam,Mangla Dam,Hub Dam,Tarbela Dam,D
2,Which Pakistani city is famous for truck art?,Rawalpindi,Karachi,Lahore,Peshawar,B
2,Which university is located in Islamabad?,COMSATS Lahore,Punjab University,Quaid-i-Azam University,University of Sindh,C
2,Which Pakistani city is famous for truck art?,Rawalpindi,Lahore,Karachi,Peshawar,C
2,Which university is located in Islamabad?,Quaid-i-Azam University,COMSATS Lahore,University of Sindh,Punjab University,A
2,Which city is known for mango production?,Hyderabad,Multan,Sukkur,Lahore,B
2,Which is the largest city of Pakistan by population?,Rawalpindi,Lahore,Faisalabad,Karachi,D
2,Which mountain is the highest in Pakistan?,Broad Peak,K2,Nanga Parbat,Gasherbrum I,B
2,Which Pakistani city is called the Manchester of Pakistan?,Faisalabad,Lahore,Sialkot,Gujranwala,A
2,Which province of Pakistan has the highest literacy rate?,Punjab,Khyber Pakhtunkhwa,Sindh,Balochistan,A
2,Which city is known for mango production?,Sukkur,Lahore,Hyderabad,Multan,D
2,Where is Quaid-i-Azam University located?,Peshawar,Islamabad,Lahore,Karachi,B
2,Where is the University of Peshawar located?,Lahore,Peshawar,Islamabad,Quetta,B
2,Which dam is the largest in Pakistan?,Warsak Dam,Mangla Dam,Hub Dam,Tarbela Dam,D
2,Which city is known for producing surgical instruments?,Gujrat,Sialkot,Rawalpindi,Multan,B
2,Which is the largest city of Pakistan by population?,Faisalabad,Karachi,Rawalpindi,Lahore,B
2,Which mountain is the highest in Pakistan?,Nanga Parbat,Gasherbrum I,K2,Broad Peak,C
2,What is the capital city of Pakistan?,Rawalpindi,Karachi,Lahore,Islamabad,D
2,Where is the University of Peshawar located?,Peshawar,Islamabad,Lahore,Quetta,A
2,Which is the largest city of Pakistan by population?,Rawalpindi,Karachi,Faisalabad,Lahore,B
2,Where is Quaid-i-Azam University located?,Peshawar,Islamabad,Lahore,Karachi,B
2,The city of Gwadar is located in which province?,Punjab,Khyber Pakhtunkhwa,Balochistan,Sindh,C
2,Where is the University of Karachi located?,Sukkur,Larkana,Karachi,Hyderabad,C
2,Which mountain is the highest in Pakistan?,Gasherbrum I,Broad Peak,K2,Nanga Parbat,C
2,Where is Quaid-i-Azam University located?,Karachi,Lahore,Peshawar,Islamabad,D
2,The city of Gwadar is located in which province?,Khyber Pakhtunkhwa,Punjab,Sindh,Balochistan,D
2,Which river is the longest in Pakistan?,Ravi,Jhelum,Chenab,Indus,D
2,Which city is known for mango production?,Multan,Sukkur,Hyderabad,Lahore,A
2,Which university is located in Lahore?,Karachi University,Punjab University,Quaid-i-Azam University,Bahauddin Zakariya University,B
2,Where is the University of Karachi located?,Sukkur,Larkana,Hyderabad,Karachi,D
2,Where is the University of Peshawar located?,Islamabad,Lahore,Quetta,Peshawar,D
2,The city of Gwadar is located in which province?,Sindh,Punjab,Balochistan,Khyber Pakhtunkhwa,C
2,The city of Gwadar is located in which province?,Punjab,Sindh,Khyber Pakhtunkhwa,Balochistan,D
2,Which mountain is the highest in Pakistan?,K2,Broad Peak,Gasherbrum I,Nanga Parbat,A
2,Which city is known for producing surgical instruments?,Sialkot,Multan,Gujrat,Rawalpindi,A
2,Which river is the longest in Pakistan?,Indus,Jhelum,Chenab,Ravi,A
2,Which city is known as the City of Gardens?,Lahore,Multan,Peshawar,Islamabad,A
2,Which city is known for producing surgical instruments?,Rawalpindi,Gujrat,Multan,Sialkot,D
2,Which Pakistani city is called the Manchester of Pakistan?,Lahore,Gujranwala,Faisalabad,Sialkot,C
2,Which city is known as the 'City of Saints'?,Multan,Sialkot,Lahore,Islamabad,A
2,Where is the University of Peshawar located?,Quetta,Peshawar,Lahore,Islamabad,B
2,Which mountain is the highest in Pakistan?,Broad Peak,Gasherbrum I,Nanga Parbat,K2,D
2,Which Pakistani city is famous for truck art?,Lahore,Karachi,Peshawar,Rawalpindi,B
2,What is the name of the desert located in Punjab?,Thar Desert,Thal Desert,Kharan Desert,Cholistan Desert,B
2,Which river is the longest in Pakistan?,Ravi,Chenab,Jhelum,Indus,D
2,Which Pakistani city is famous for truck art?,Lahore,Karachi,Peshawar,Rawalpindi,B
2,Which city is known as the 'City of Saints'?,Sialkot,Multan,Islamabad,Lahore,B
2,Which Pakistani city is famous for truck art?,Rawalpindi,Karachi,Lahore,Peshawar,B
2,Which dam is the largest in Pakistan?,Tarbela Dam,Hub Dam,Warsak Dam,Mangla Dam,A
2,Which dam is the largest in Pakistan?,Warsak Dam,Hub Dam,Tarbela Dam,Mangla Dam,C
2,Which dam is the largest in Pakistan?,Tarbela Dam,Hub Dam,Mangla Dam,Warsak Dam,A
2,Where is the University of Karachi located?,Sukkur,Karachi,Larkana,Hyderabad,B
2,Which dam is the largest in Pakistan?,Mangla Dam,Hub Dam,Tarbela Dam,Warsak Dam,C
2,Which city is known as the City of Gardens?,Multan,Peshawar,Islamabad,Lahore,D
2,Which dam is the largest in Pakistan?,Mangla Dam,Hub Dam,Warsak Dam,Tarbela Dam,D
2,What is the capital city of Pakistan?,Islamabad,Lahore,Rawalpindi,Karachi,A
2,What is the name of the desert located in Punjab?,Thar Desert,Kharan Desert,Thal Desert,Cholistan Desert,C
2,Which river is the longest in Pakistan?,Indus,Jhelum,Chenab,Ravi,A
2,Which city is known for producing surgical instruments?,Multan,Rawalpindi,Sialkot,Gujrat,C
2,The city of Gwadar is located in which province?,Balochistan,Punjab,Sindh,Khyber Pakhtunkhwa,A
2,What is the capital city of Pakistan?,Karachi,Rawalpindi,Islamabad,Lahore,C
2,Which mountain is the highest in Pakistan?,Gasherbrum I,Broad Peak,Nanga Parbat,K2,D
2,Which province of Pakistan has the highest literacy rate?,Punjab,Khyber Pakhtunkhwa,Balochistan,Sindh,A
2,Which province of Pakistan has the highest literacy rate?,Sindh,Khyber Pakhtunkhwa,Balochistan,Punjab,D
2,What is the capital city of Pakistan?,Karachi,Islamabad,Rawalpindi,Lahore,B
2,What is the name of the desert located in Punjab?,Thal Desert,Thar Desert,Cholistan Desert,Kharan Desert,A
2,Which dam is the largest in Pakistan?,Mangla Dam,Tarbela Dam,Hub Dam,Warsak Dam,B
2,Where is the University of Karachi located?,Karachi,Larkana,Hyderabad,Sukkur,A
2,Where is Quaid-i-Azam University located?,Peshawar,Islamabad,Lahore,Karachi,B
2,Which university is located in Islamabad?,University of Sindh,Quaid-i-Azam University,Punjab University,COMSATS Lahore,B
2,Which university is located in Islamabad?,Quaid-i-Azam University,University of Sindh,Punjab University,COMSATS Lahore,A
2,Where is Quaid-i-Azam University located?,Lahore,Islamabad,Peshawar,Karachi,B
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Multan,Gujrat,A
2,Which dam is the largest in Pakistan?,Tarbela Dam,Warsak Dam,Hub Dam,Mangla Dam,A
2,Which Pakistani city is called the Manchester of Pakistan?,Gujranwala,Faisalabad,Sialkot,Lahore,B
2,Which river is the longest in Pakistan?,Indus,Chenab,Jhelum,Ravi,A
2,Where is Quaid-i-Azam University located?,Islamabad,Peshawar,Karachi,Lahore,A
2,Which university is located in Lahore?,Quaid-i-Azam University,Bahauddin Zakariya University,Punjab University,Karachi University,C
2,Which river is the longest in Pakistan?,Jhelum,Indus,Chenab,Ravi,B
2,Which city is known as the City of Gardens?,Peshawar,Islamabad,Lahore,Multan,C
2,Where is the University of Karachi located?,Larkana,Sukkur,Hyderabad,Karachi,D
2,Which dam is the largest in Pakistan?,Hub Dam,Warsak Dam,Mangla Dam,Tarbela Dam,D
2,Which city is known as the 'City of Saints'?,Multan,Lahore,Islamabad,Sialkot,A
2,Which city is known for producing surgical instruments?,Gujrat,Sialkot,Rawalpindi,Multan,B
2,Which Pakistani city is famous for truck art?,Karachi,Rawalpindi,Peshawar,Lahore,A
2,What is the capital city of Pakistan?,Islamabad,Karachi,Rawalpindi,Lahore,A
2,What is the name of the desert located in Punjab?,Kharan Desert,Thar Desert,Cholistan Desert,Thal Desert,D
2,Which city is known for producing surgical instruments?,Multan,Sialkot,Rawalpindi,Gujrat,B
2,Where is the University of Karachi located?,Karachi,Larkana,Sukkur,Hyderabad,A
2,Which city is known for producing surgical instruments?,Gujrat,Multan,Rawalpindi,Sialkot,D
2,Which mountain is the highest in Pakistan?,Broad Peak,Nanga Parbat,K2,Gasherbrum I,C
2,Which city is known as the 'City of Saints'?,Multan,Sialkot,Lahore,Islamabad,A
2,Which Pakistani city is called the Manchester of Pakistan?,Faisalabad,Sialkot,Lahore,Gujranwala,A
2,Which city is famous for its blue pottery?,Karachi,Lahore,Multan,Peshawar,C
2,Which province of Pakistan has the highest literacy rate?,Khyber Pakhtunkhwa,Balochistan,Punjab,Sindh,C
2,Which Pakistani city is called the Manchester of Pakistan?,Sialkot,Lahore,Gujranwala,Faisalabad,D
2,Which city is known as the City of Gardens?,Peshawar,Multan,Lahore,Islamabad,C
2,Which city is known for mango production?,Sukkur,Multan,Lahore,Hyderabad,B
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Gujrat,Multan,A
2,Which dam is the largest in Pakistan?,Hub Dam,Mangla Dam,Tarbela Dam,Warsak Dam,C
2,Where is the University of Karachi located?,Sukkur,Larkana,Hyderabad,Karachi,D
2,What is the name of the desert located in Punjab?,Kharan Desert,Thal Desert,Cholistan Desert,Thar Desert,B
2,Which mountain is the highest in Pakistan?,K2,Gasherbrum I,Broad Peak,Nanga Parbat,A
2,What is the name of the desert located in Punjab?,Cholistan Desert,Thar Desert,Kharan Desert,Thal Desert,D
2,Which city is famous for its blue pottery?,Multan,Peshawar,Lahore,Karachi,A
2,Which city is known for producing surgical instruments?,Gujrat,Multan,Rawalpindi,Sialkot,D
2,Which dam is the largest in Pakistan?,Warsak Dam,Tarbela Dam,Hub Dam,Mangla Dam,B
2,Which river is the longest in Pakistan?,Jhelum,Chenab,Indus,Ravi,C
2,Which university is located in Lahore?,Punjab University,Karachi University,Quaid-i-Azam University,Bahauddin Zakariya University,A
2,What is the name of the desert located in Punjab?,Thal Desert,Thar Desert,Kharan Desert,Cholistan Desert,A
2,Which city is known for mango production?,Multan,Sukkur,Hyderabad,Lahore,A
2,Which city is known for mango production?,Multan,Sukkur,Hyderabad,Lahore,A
2,Which dam is the largest in Pakistan?,Hub Dam,Tarbela Dam,Warsak Dam,Mangla Dam,B
2,Which city is famous for its blue pottery?,Peshawar,Karachi,Multan,Lahore,C
2,Which is the largest city of Pakistan by population?,Faisalabad,Lahore,Karachi,Rawalpindi,C
2,Which river is the longest in Pakistan?,Ravi,Chenab,Jhelum,Indus,D
2,Which Pakistani city is called the Manchester of Pakistan?,Lahore,Gujranwala,Faisalabad,Sialkot,C
2,Which university is located in Islamabad?,COMSATS Lahore,University of Sindh,Punjab University,Quaid-i-Azam University,D
2,Where is the University of Peshawar located?,Peshawar,Lahore,Islamabad,Quetta,A
2,Where is Quaid-i-Azam University located?,Lahore,Karachi,Islamabad,Peshawar,C
2,Which Pakistani city is called the Manchester of Pakistan?,Sialkot,Faisalabad,Gujranwala,Lahore,B
2,Which Pakistani city is famous for truck art?,Karachi,Peshawar,Lahore,Rawalpindi,A
2,Which city is known for mango production?,Multan,Lahore,Hyderabad,Sukkur,A
2,Which city is famous for its blue pottery?,Multan,Lahore,Peshawar,Karachi,A
2,What is the name of the desert located in Punjab?,Cholistan Desert,Thal Desert,Thar Desert,Kharan Desert,B
2,Which dam is the largest in Pakistan?,Warsak Dam,Hub Dam,Mangla Dam,Tarbela Dam,D
2,What is the name of the desert located in Punjab?,Kharan Desert,Cholistan Desert,Thar Desert,Thal Desert,D
2,Which dam is the largest in Pakistan?,Hub Dam,Mangla Dam,Warsak Dam,Tarbela Dam,D
2,Which city is known for mango production?,Sukkur,Hyderabad,Multan,Lahore,C
2,Which university is located in Lahore?,Punjab University,Bahauddin Zakariya University,Karachi University,Quaid-i-Azam University,A
2,Which Pakistani city is famous for truck art?,Rawalpindi,Lahore,Peshawar,Karachi,D
2,Which city is known for producing surgical instruments?,Multan,Gujrat,Sialkot,Rawalpindi,C
2,Which province of Pakistan has the highest literacy rate?,Khyber Pakhtunkhwa,Punjab,Sindh,Balochistan,B
2,Which river is the longest in Pakistan?,Indus,Chenab,Jhelum,Ravi,A
2,Which city is known for producing surgical instruments?,Multan,Rawalpindi,Sialkot,Gujrat,C
2,What is the name of the desert located in Punjab?,Thar Desert,Kharan Desert,Cholistan Desert,Thal Desert,D
2,Which city is known for producing surgical instruments?,Rawalpindi,Gujrat,Sialkot,Multan,C
2,Which Pakistani city is called the Manchester of Pakistan?,Gujranwala,Lahore,Faisalabad,Sialkot,C
2,Where is the University of Karachi located?,Sukkur,Karachi,Hyderabad,Larkana,B
2,Which city is known as the City of Gardens?,Peshawar,Islamabad,Multan,Lahore,D
2,What is the capital city of Pakistan?,Islamabad,Rawalpindi,Karachi,Lahore,A
2,What is the capital city of Pakistan?,Rawalpindi,Lahore,Islamabad,Karachi,C
2,What is the capital city of Pakistan?,Islamabad,Rawalpindi,Lahore,Karachi,A
2,Which city is famous for its blue pottery?,Multan,Lahore,Karachi,Peshawar,A
2,Which city is known as the 'City of Saints'?,Multan,Islamabad,Lahore,Sialkot,A
2,Where is the University of Karachi located?,Hyderabad,Larkana,Sukkur,Karachi,D
2,Which university is located in Lahore?,Quaid-i-Azam University,Bahauddin Zakariya University,Karachi University,Punjab University,D
2,Which Pakistani city is famous for truck art?,Lahore,Karachi,Peshawar,Rawalpindi,B
2,Which city is known as the 'City of Saints'?,Lahore,Multan,Sialkot,Islamabad,B
2,Which city is known for mango production?,Multan,Sukkur,Hyderabad,Lahore,A
2,What is the name of the desert located in Punjab?,Thal Desert,Thar Desert,Cholistan Desert,Kharan Desert,A
2,Which city is known as the City of Gardens?,Lahore,Islamabad,Multan,Peshawar,A
2,Which university is located in Islamabad?,Quaid-i-Azam University,COMSATS Lahore,University of Sindh,Punjab University,A
2,Which river is the longest in Pakistan?,Indus,Ravi,Chenab,Jhelum,A
2,Where is Quaid-i-Azam University located?,Islamabad,Karachi,Lahore,Peshawar,A
2,Which Pakistani city is called the Manchester of Pakistan?,Sialkot,Faisalabad,Gujranwala,Lahore,B
2,Where is the University of Peshawar located?,Islamabad,Quetta,Lahore,Peshawar,D
2,The city of Gwadar is located in which province?,Balochistan,Punjab,Sindh,Khyber Pakhtunkhwa,A
2,Which city is known as the City of Gardens?,Multan,Lahore,Peshawar,Islamabad,B
2,Which university is located in Islamabad?,Punjab University,University of Sindh,COMSATS Lahore,Quaid-i-Azam University,D
2,Which Pakistani city is called the Manchester of Pakistan?,Lahore,Faisalabad,Sialkot,Gujranwala,B
2,Which city is known as the 'City of Saints'?,Sialkot,Multan,Lahore,Islamabad,B
2,Which city is known for producing surgical instruments?,Gujrat,Multan,Rawalpindi,Sialkot,D
2,Where is the University of Peshawar located?,Quetta,Lahore,Peshawar,Islamabad,C
2,Which Pakistani city is called the Manchester of Pakistan?,Gujranwala,Lahore,Sialkot,Faisalabad,D
2,Where is the University of Karachi located?,Larkana,Sukkur,Karachi,Hyderabad,C
2,Which city is known for producing surgical instruments?,Multan,Rawalpindi,Sialkot,Gujrat,C
2,The city of Gwadar is located in which province?,Punjab,Balochistan,Sindh,Khyber Pakhtunkhwa,B
2,Which dam is the largest in Pakistan?,Mangla Dam,Warsak Dam,Tarbela Dam,Hub Dam,C
2,Where is the University of Peshawar located?,Lahore,Peshawar,Quetta,Islamabad,B
2,Which mountain is the highest in Pakistan?,Broad Peak,K2,Nanga Parbat,Gasherbrum I,B
2,What is the name of the desert located in Punjab?,Thar Desert,Thal Desert,Kharan Desert,Cholistan Desert,B
2,Which university is located in Lahore?,Bahauddin Zakariya University,Punjab University,Karachi University,Quaid-i-Azam University,B
2,Which province of Pakistan has the highest literacy rate?,Sindh,Punjab,Khyber Pakhtunkhwa,Balochistan,B
2,Which university is located in Lahore?,Bahauddin Zakariya University,Punjab University,Quaid-i-Azam University,Karachi University,B
2,Which city is known as the 'City of Saints'?,Sialkot,Islamabad,Multan,Lahore,C
2,Which Pakistani city is famous for truck art?,Rawalpindi,Lahore,Karachi,Peshawar,C
2,Which province of Pakistan has the highest literacy rate?,Sindh,Punjab,Khyber Pakhtunkhwa,Balochistan,B
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Multan,Gujrat,A
2,Which city is known as the 'City of Saints'?,Multan,Lahore,Sialkot,Islamabad,A
2,Which province of Pakistan has the highest literacy rate?,Punjab,Sindh,Balochistan,Khyber Pakhtunkhwa,A
2,What is the name of the desert located in Punjab?,Thar Desert,Thal Desert,Kharan Desert,Cholistan Desert,B
2,Which city is famous for its blue pottery?,Multan,Lahore,Peshawar,Karachi,A
2,Which city is known for mango production?,Hyderabad,Lahore,Sukkur,Multan,D
2,Which university is located in Islamabad?,Quaid-i-Azam University,COMSATS Lahore,University of Sindh,Punjab University,A
2,Where is Quaid-i-Azam University located?,Karachi,Islamabad,Lahore,Peshawar,B
2,What is the capital city of Pakistan?,Karachi,Lahore,Islamabad,Rawalpindi,C
2,Which city is known for producing surgical instruments?,Multan,Rawalpindi,Sialkot,Gujrat,C
2,Which dam is the largest in Pakistan?,Hub Dam,Warsak Dam,Mangla Dam,Tarbela Dam,D
2,Which city is famous for its blue pottery?,Karachi,Peshawar,Lahore,Multan,D
2,Which mountain is the highest in Pakistan?,Nanga Parbat,Broad Peak,Gasherbrum I,K2,D
2,Where is Quaid-i-Azam University located?,Lahore,Islamabad,Peshawar,Karachi,B
2,Which river is the longest in Pakistan?,Ravi,Indus,Jhelum,Chenab,B
2,Where is the University of Karachi located?,Sukkur,Larkana,Hyderabad,Karachi,D
2,Where is the University of Peshawar located?,Islamabad,Quetta,Lahore,Peshawar,D
2,Which university is located in Lahore?,Karachi University,Punjab University,Bahauddin Zakariya University,Quaid-i-Azam University,B
2,What is the capital city of Pakistan?,Lahore,Rawalpindi,Islamabad,Karachi,C
2,Which dam is the largest in Pakistan?,Tarbela Dam,Warsak Dam,Mangla Dam,Hub Dam,A
2,Which Pakistani city is famous for truck art?,Rawalpindi,Peshawar,Lahore,Karachi,D
2,Which is the largest city of Pakistan by population?,Lahore,Karachi,Faisalabad,Rawalpindi,B
2,Which dam is the largest in Pakistan?,Warsak Dam,Mangla Dam,Hub Dam,Tarbela Dam,D
2,What is the name of the desert located in Punjab?,Kharan Desert,Thar Desert,Cholistan Desert,Thal Desert,D
2,Where is Quaid-i-Azam University located?,Peshawar,Lahore,Karachi,Islamabad,D
2,Which mountain is the highest in Pakistan?,Gasherbrum I,Broad Peak,K2,Nanga Parbat,C
2,Which city is known as the 'City of Saints'?,Islamabad,Lahore,Sialkot,Multan,D
2,Which city is known as the City of Gardens?,Multan,Peshawar,Lahore,Islamabad,C
2,Which province of Pakistan has the highest literacy rate?,Sindh,Balochistan,Khyber Pakhtunkhwa,Punjab,D
2,Which university is located in Lahore?,Punjab University,Karachi University,Quaid-i-Azam University,Bahauddin Zakariya University,A
2,Which Pakistani city is famous for truck art?,Rawalpindi,Karachi,Peshawar,Lahore,B
2,The city of Gwadar is located in which province?,Sindh,Balochistan,Punjab,Khyber Pakhtunkhwa,B
2,Which city is known for producing surgical instruments?,Gujrat,Multan,Sialkot,Rawalpindi,C
2,Where is Quaid-i-Azam University located?,Peshawar,Lahore,Karachi,Islamabad,D
2,Where is the University of Peshawar located?,Islamabad,Peshawar,Lahore,Quetta,B
2,Where is the University of Peshawar located?,Quetta,Peshawar,Islamabad,Lahore,B
2,The city of Gwadar is located in which province?,Khyber Pakhtunkhwa,Balochistan,Sindh,Punjab,B
2,Which province of Pakistan has the highest literacy rate?,Balochistan,Punjab,Khyber Pakhtunkhwa,Sindh,B
2,Where is Quaid-i-Azam University located?,Peshawar,Islamabad,Lahore,Karachi,B
2,Where is the University of Peshawar located?,Lahore,Peshawar,Quetta,Islamabad,B
2,Which university is located in Islamabad?,COMSATS Lahore,University of Sindh,Punjab University,Quaid-i-Azam University,D
2,Which is the largest city of Pakistan by population?,Rawalpindi,Karachi,Faisalabad,Lahore,B
2,What is the name of the desert located in Punjab?,Thar Desert,Thal Desert,Cholistan Desert,Kharan Desert,B
2,Which is the largest city of Pakistan by population?,Rawalpindi,Faisalabad,Karachi,Lahore,C
2,The city of Gwadar is located in which province?,Sindh,Punjab,Khyber Pakhtunkhwa,Balochistan,D
2,Where is the University of Peshawar located?,Islamabad,Quetta,Peshawar,Lahore,C
2,Where is the University of Karachi located?,Hyderabad,Karachi,Larkana,Sukkur,B
2,Where is the University of Peshawar located?,Quetta,Islamabad,Peshawar,Lahore,C
2,Which Pakistani city is famous for truck art?,Lahore,Peshawar,Rawalpindi,Karachi,D
2,Which city is known for mango production?,Hyderabad,Multan,Lahore,Sukkur,B
2,Which province of Pakistan has the highest literacy rate?,Sindh,Balochistan,Khyber Pakhtunkhwa,Punjab,D
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Gujrat,Multan,A
2,Which university is located in Islamabad?,Quaid-i-Azam University,COMSATS Lahore,Punjab University,University of Sindh,A
2,Which province of Pakistan has the highest literacy rate?,Balochistan,Khyber Pakhtunkhwa,Punjab,Sindh,C
2,Which university is located in Lahore?,Quaid-i-Azam University,Karachi University,Punjab University,Bahauddin Zakariya University,C
2,What is the name of the desert located in Punjab?,Thar Desert,Thal Desert,Cholistan Desert,Kharan Desert,B
2,What is the name of the desert located in Punjab?,Thar Desert,Kharan Desert,Thal Desert,Cholistan Desert,C
2,Which province of Pakistan has the highest literacy rate?,Sindh,Balochistan,Khyber Pakhtunkhwa,Punjab,D
2,Which city is known as the 'City of Saints'?,Sialkot,Islamabad,Multan,Lahore,C
2,Which is the largest city of Pakistan by population?,Lahore,Karachi,Rawalpindi,Faisalabad,B
2,Which mountain is the highest in Pakistan?,Broad Peak,Nanga Parbat,K2,Gasherbrum I,C
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Gujrat,Multan,A
2,Which city is known as the 'City of Saints'?,Lahore,Multan,Sialkot,Islamabad,B
